ID,Subject,Commit,Class,Method,Item
345,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.FactoryUtilsTest,testPrototypeFactoryPublicCloneMethod,#1
346,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.FactoryUtilsTest,testPrototypeFactoryPublicCopyConstructor,#1
347,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.FactoryUtilsTest,testPrototypeFactoryPublicSerialization,#1
348,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.FactoryUtilsTest,testPrototypeFactoryPublicSerializationError,#1
349,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.FactoryUtilsTest,testSingletonPatternInSerialization,#1
350,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testDefaultIfNull,#1
351,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testEmptyIfNull,#1
352,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testEquals,#1
353,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testHashCode,#1
354,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testIndexOf,#1
355,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testIntersectEmptyWithEmptyList,#1
356,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testIntersectionOrderInsensitivity,#1
357,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testIntersectListWithNoOverlapAndDifferentTypes,#1
358,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testIntersectListWithSelf,#1
359,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testIntersectNonEmptySubset,#1
360,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testIntersectNonEmptyWithEmptyList,#1
361,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testLazyList,#1
362,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testLongestCommonSubsequence,#1
363,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testLongestCommonSubsequenceWithString,#1
364,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testPartition,#1
365,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testPredicatedList,#1
366,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testRemoveAll,#1
367,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testRetainAll,#1
368,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testSelect,#1
369,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testSelectRejected,#1
370,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testSubtract,#1
371,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.ListUtilsTest,testSubtractNullElement,#1
372,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testConvertResourceBundle,#1
373,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugAndVerbosePrintCasting,#1
374,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugAndVerbosePrintNullMap,#1
375,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugPrint,#1
376,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugPrintNullKey,#1
377,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugPrintNullKeyToMap1,#1
378,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugPrintNullKeyToMap2,#1
379,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugPrintNullLabel,#1
380,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugPrintNullLabelAndMap,#1
381,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugPrintNullStream,#1
382,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testDebugPrintSelfReference,#1
383,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testEmptyIfNull,#1
384,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testInvertMap,#1
385,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testIsEmptyWithEmptyMap,#1
386,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testIsEmptyWithNonEmptyMap,#1
387,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testIsEmptyWithNull,#1
388,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testIsNotEmptyWithEmptyMap,#1
389,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testIsNotEmptyWithNonEmptyMap,#1
390,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testIsNotEmptyWithNull,#1
391,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testIterableMap,#1
392,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testIterableSortedMap,#1
393,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testLazyMapFactory,#1
394,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testLazyMapTransformer,#1
395,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testPopulateMap,#1
396,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testPredicatedMap,#1
397,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testVerbosePrint,#1
398,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testVerbosePrintNullKey,#1
399,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testVerbosePrintNullKeyToMap1,#1
400,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testVerbosePrintNullKeyToMap2,#1
401,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testVerbosePrintNullLabel,#1
402,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testVerbosePrintNullLabelAndMap,#1
403,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testVerbosePrintNullStream,#1
404,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.MapUtilsTest,testVerbosePrintSelfReference,#1
405,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testAndPredicate,#28
406,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testAsPredicateTransformer,#28
407,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testEitherPredicate,#28
408,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testExceptionPredicate,#28
409,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testFalsePredicate,#28
410,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testIdentityPredicate,#28
411,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testInstanceOfPredicate,#28
412,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testInvokerPredicate,#28
413,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testInvokerPredicate2,#28
414,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testIsNotNullPredicate,#28
415,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testNeitherPredicate,#28
416,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testNotPredicate,#28
417,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testNullIsFalsePredicate,#28
418,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testNullIsTruePredicate,#28
419,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testOrPredicate,#28
420,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testSingletonPatternInSerialization,#28
421,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testTransformedPredicate,#28
422,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testTruePredicate,#28
423,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.PredicateUtilsTest,testUniquePredicate,#28
424,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.QueueUtilsTest,testEmptyQueue,#1
425,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.QueueUtilsTest,testPredicatedQueue,#1
426,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.QueueUtilsTest,testTransformedQueue,#1
427,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.QueueUtilsTest,testUnmodifiableQueue,#1
428,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.SetUtilsTest,testEmptyIfNull,#1
429,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.SetUtilsTest,testEquals,#1
430,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.SetUtilsTest,testHashCode,#1
431,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.SetUtilsTest,testpredicatedSet,#1
432,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.SplitMapUtilsTest,testAlreadyReadableMap,#1
433,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.SplitMapUtilsTest,testAlreadyWritableMap,#1
434,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.SplitMapUtilsTest,testReadableMap,#1
435,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.SplitMapUtilsTest,testWritableMap,#1
436,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testChainedTransformer,#1
437,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testCloneTransformer,#1
438,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testConstantTransformer,#1
439,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testExceptionTransformer,#1
440,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testExecutorTransformer,#1
441,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testFactoryTransformer,#1
442,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testInstantiateTransformerNull,#1
443,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testInvokerTransformer,#1
444,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testInvokerTransformer2,#1
445,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testMapTransformer,#1
446,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testNopTransformer,#1
447,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testNullTransformer,#1
448,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testPredicateTransformer,#1
449,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testSingletonPatternInSerialization,#1
450,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testStringValueTransformer,#1
451,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TransformerUtilsTest,testSwitchTransformer,#1
452,commons-collections,d4fbeefc52919ce6a50a95e80eca04492d1734a8,org.apache.commons.collections4.TrieUtilsTest,testUnmodifiableTrie,#1
453,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.EnumerationUtilsTest,testToListWithHashtable,#1
454,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.EnumerationUtilsTest,testToListWithStringTokenizer,#1
455,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testArrayIterator,#1
456,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testArrayListIterator,#1
457,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testAsIterable,#1
458,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testAsIterableNull,#1
459,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testAsMultipleIterable,#1
460,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testAsMultipleIterableNull,#1
461,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testEmptyIterator,#1
462,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testEmptyListIterator,#1
463,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testEmptyMapIterator,#1
464,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testEmptyOrderedIterator,#1
465,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testEmptyOrderedMapIterator,#1
466,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testNodeIterator,#1
467,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testNodeListIterator,#1
468,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testToArray,#1
469,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testToArray2,#1
470,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testToList,#1
471,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testUnmodifiableIteratorImmutability,#1
472,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testUnmodifiableIteratorIteration,#1
473,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testUnmodifiableListIteratorImmutability,#1
474,commons-collections,d684f950c4a29d10097590cbe4346ad6e82e5e25,org.apache.commons.collections4.IteratorUtilsTest,testUnmodifiableListIteratorIteration,#1
475,commons-compress,18dcf384371013df8b79da55e258bb5ddbb4d5f0,org.apache.commons.compress.archivers.zip.ScatterZipOutputStreamTest,putArchiveEntry,#40
476,commons-compress,1e708a040893a987b9d03bcfa422c5a79e09a2e6,org.apache.commons.compress.archivers.zip.Zip64SupportTest,read5GBOfZerosGeneratedByJava7JarUsingInputStream,#FP1
477,commons-compress,2917696c19dd03782e0d96fac851e636156a337e,org.apache.commons.compress.archivers.zip.DeflaterInflaterTest,deflaterBytesRead,#L1
478,commons-compress,2917696c19dd03782e0d96fac851e636156a337e,org.apache.commons.compress.archivers.zip.DeflaterInflaterTest,inflaterBytesWritten,#L1
479,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.BZip2TestCase,testCOMPRESS131,#18
480,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.BZip2TestCase,testConcatenatedStreamsReadFirstOnly,#18
481,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.BZip2TestCase,testConcatenatedStreamsReadFully,#18
482,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStreamTest,availableShouldReturnNonZero,#18
483,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStreamTest,shouldBeAbleToSkipAByte,#18
484,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStreamTest,singleByteReadReturnsMinusOneAtEof,#18
485,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStreamTest,singleByteReadWorksAsExpected,#18
486,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.DeflateTestCase,testDeflateCreation,#18
487,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.DeflateTestCase,testDeflateUnarchive,#18
488,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.DeflateTestCase,testRawDeflateCreation,#18
489,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.DeflateTestCase,testRawDeflateUnarchive,#18
490,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.GZipTestCase,testConcatenatedStreamsReadFirstOnly,#18
491,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.GZipTestCase,testConcatenatedStreamsReadFully,#18
492,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.GZipTestCase,testGzipCreation,#18
493,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.GZipTestCase,testGzipUnarchive,#18
494,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.GZipTestCase,testInteroperabilityWithGzipCompressorInputStream,#18
495,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.GZipTestCase,testInteroperabilityWithGZIPInputStream,#18
496,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.GZipTestCase,testMetadataRoundTrip,#18
497,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.LZMATestCase,testLZMAUnarchive,#18
498,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.Pack200TestCase,testBadSignature,#18
499,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.Pack200TestCase,testGoodSignature,#18
500,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.Pack200TestCase,testOutputStreamMethods,#18
501,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.Pack200TestCase,testShortSignature,#18
502,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStreamTest,testMatches,#18
503,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.XZTestCase,testConcatenatedStreamsReadFirstOnly,#18
504,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.XZTestCase,testConcatenatedStreamsReadFully,#18
505,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.XZTestCase,testXZCreation,#18
506,commons-compress,32c30f6f072ccfea6ead90f8eef0c205d88d00d3,org.apache.commons.compress.compressors.XZTestCase,testXZUnarchive,#18
507,commons-compress,3466783d6e0c1f4ae6dc690a7ea808a9933cf004,org.apache.commons.compress.archivers.zip.Zip64SupportTest,read100KFilesGeneratedBy7ZIPUsingInputStream,#L1
508,commons-compress,3466783d6e0c1f4ae6dc690a7ea808a9933cf004,org.apache.commons.compress.archivers.zip.Zip64SupportTest,read100KFilesGeneratedByJava7JarUsingInputStream,#L1
509,commons-compress,3466783d6e0c1f4ae6dc690a7ea808a9933cf004,org.apache.commons.compress.archivers.zip.Zip64SupportTest,read100KFilesGeneratedByWinCFUsingInputStream,#L1
510,commons-compress,3466783d6e0c1f4ae6dc690a7ea808a9933cf004,org.apache.commons.compress.archivers.zip.Zip64SupportTest,read100KFilesUsingInputStream,#L1
511,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.arj.ArjArchiveInputStreamTest,testReadingOfAttributesDosVersion,#30
512,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.arj.ArjArchiveInputStreamTest,testReadingOfAttributesUnixVersion,#30
513,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.dump.DumpArchiveEntryTest,publicNameAddsTrailingSlashForDirectories,#30
514,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.dump.DumpArchiveEntryTest,publicNameRemovesLeadingDotSlash,#30
515,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.dump.DumpArchiveInputStreamTest,testNotADumpArchive,#30
516,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.dump.DumpArchiveInputStreamTest,testNotADumpArchiveButBigEnough,#30
517,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.ExceptionMessageTest,testMessageWhenArchiverNameIsNull_1,#30
518,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.ExceptionMessageTest,testMessageWhenArchiverNameIsNull_2,#30
519,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.ExceptionMessageTest,testMessageWhenInputStreamIsNull,#30
520,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.ExceptionMessageTest,testMessageWhenOutputStreamIsNull,#30
521,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.AsiExtraFieldTest,testModes,#30
522,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.BitStreamTest,testEmptyStream,#30
523,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.BitStreamTest,testNextByte,#30
524,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.BitStreamTest,testNextByteFromEmptyStream,#30
525,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.BitStreamTest,testReadAlignedBytes,#30
526,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.BitStreamTest,testStream,#30
527,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.GeneralPurposeBitTest,testDefaults,#30
528,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestampTest,testGettersSetters,#30
529,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.ZipEightByteIntegerTest,testEquals,#30
530,commons-compress,3f2c760a4eb82d880e62a03cb9450d9dcf2793f7,org.apache.commons.compress.archivers.zip.ZipLongTest,testEquals,#30
